100,4.8856,0
200,5.0726,0.187004
300,4.94157,0.169784
400,4.85071,0.150564
500,5.01208,0.199107
600,5.15102,0.213851
700,4.91898,0.294123
800,4.9874,0.263748
900,4.98975,0.232616
1000,5.04264,0.214675
1100,5.0325,0.194445
1200,4.9112,0.214996
1300,4.80325,0.225311
1400,4.76588,0.211918
1500,4.89367,0.235058
1600,4.91291,0.220716
1700,4.99205,0.221917
1800,5.00973,0.209971
1900,4.99066,0.199525
2000,4.98743,0.189314
2100,4.95608,0.182782
2200,4.94308,0.17476
2300,4.91532,0.169282
2400,4.88276,0.165312
2500,4.81818,0.171209
2600,4.7517,0.177418
2700,4.7286,0.172276
2800,4.69423,0.16953
2900,4.64089,0.172057
3000,4.63611,0.166292
3100,4.68097,0.166975
3200,4.63815,0.167248
3300,4.63098,0.162259
3400,4.67965,0.164766
3500,4.62226,0.169968
3600,4.62049,0.165189
3700,4.62187,0.160668
3800,4.605,0.15729
3900,4.56084,0.159443
4000,4.56112,0.155406
4100,4.50383,0.162034
4200,4.49171,0.158593
4300,4.4686,0.156575
4400,4.4428,0.155135
4500,4.42334,0.152892
4600,4.40504,0.150647
4700,4.40357,0.147414
4800,4.41396,0.144684
4900,4.42868,0.142463
5000,4.44037,0.140074
5100,4.45988,0.138678
5200,4.4748,0.136802
5300,4.47516,0.134196
5400,4.47503,0.131688
5500,4.48251,0.129487
5600,4.47725,0.127263
5700,4.46916,0.125272
5800,4.45367,0.124064
5900,4.44415,0.122315
6000,4.43871,0.120381
6100,4.4502,0.118947
6200,4.43756,0.117693
6300,4.41213,0.118571
6400,4.43384,0.118706
6500,4.45911,0.119566
6600,4.4617,0.117769
6700,4.46118,0.115999
6800,4.46593,0.114379
6900,4.48242,0.113909
7000,4.48418,0.112284
7100,4.50157,0.112049
7200,4.51613,0.111436
7300,4.52505,0.110261
7400,4.55151,0.111933
7500,4.56114,0.11085
7600,4.56022,0.109385
7700,4.55353,0.108162
7800,4.54572,0.107052
7900,4.54452,0.105695
8000,4.55418,0.104812
8100,4.57566,0.105715
8200,4.59215,0.105712
8300,4.58957,0.104463
8400,4.5987,0.103615
8500,4.61975,0.104531
8600,4.64113,0.105497
8700,4.66607,0.107218
8800,4.65001,0.107202
8900,4.64102,0.106372
9000,4.63397,0.105419
9100,4.6417,0.104541
9200,4.63098,0.103953
9300,4.63881,0.103127
9400,4.64212,0.102078
9500,4.63228,0.101476
9600,4.63671,0.100511
9700,4.63276,0.0995473
9800,4.63131,0.098537
9900,4.62396,0.0978134
10000,4.61223,0.0975377
