50,0.1,2, 14.2756
50,0.1,3, 14.2756
50,0.1,4, 14.2756
50,0.1,5, 14.1955
50,0.1,6, 14.1955
50,0.1,7, 14.1955
50,0.13,2, 14.1955
50,0.13,3, 14.1955
50,0.13,4, 14.1955
50,0.13,5, 14.1955
50,0.13,6, 14.1955
50,0.13,7, 14.1955
50,0.16,2, 14.1955
50,0.16,3, 14.1955
50,0.16,4, 14.1955
50,0.16,5, 14.1955
50,0.16,6, 14.1955
50,0.16,7, 14.1955
50,0.19,2, 14.1955
50,0.19,3, 14.1955
50,0.19,4, 14.1955
50,0.19,5, 14.1955
50,0.19,6, 14.1955
50,0.19,7, 14.1955
50,0.22,2, 14.1955
50,0.22,3, 14.1955
50,0.22,4, 14.1955
50,0.22,5, 14.1955
50,0.22,6, 14.1955
50,0.22,7, 14.1955
50,0.25,2, 14.1955
50,0.25,3, 14.1955
50,0.25,4, 14.1955
50,0.25,5, 14.1955
50,0.25,6, 14.1955
50,0.25,7, 14.1955
50,0.28,2, 14.1955
50,0.28,3, 14.1955
50,0.28,4, 14.1955
50,0.28,5, 14.1955
50,0.28,6, 14.1955
50,0.28,7, 14.1955
50,0.31,2, 14.1955
50,0.31,3, 14.1955
50,0.31,4, 14.1955
50,0.31,5, 14.1955
50,0.31,6, 14.1955
50,0.31,7, 14.1955
100,0.1,2, 14.1955
100,0.1,3, 14.1955
100,0.1,4, 14.1955
100,0.1,5, 14.1955
100,0.1,6, 14.1955
100,0.1,7, 14.1955
100,0.13,2, 14.1955
100,0.13,3, 14.1955
100,0.13,4, 14.1955
100,0.13,5, 14.1955
100,0.13,6, 14.1955
100,0.13,7, 14.1955
100,0.16,2, 14.1955
100,0.16,3, 14.1955
100,0.16,4, 14.1955
100,0.16,5, 14.1955
100,0.16,6, 14.1955
100,0.16,7, 14.1955
100,0.19,2, 14.1955
100,0.19,3, 14.1955
100,0.19,4, 14.1955
100,0.19,5, 14.1955
100,0.19,6, 14.1955
100,0.19,7, 14.1955
100,0.22,2, 14.1955
100,0.22,3, 14.1955
100,0.22,4, 14.1955
100,0.22,5, 14.1955
100,0.22,6, 14.1955
100,0.22,7, 14.1955
100,0.25,2, 14.1955
100,0.25,3, 14.1955
100,0.25,4, 14.1955
100,0.25,5, 14.1955
100,0.25,6, 14.1955
100,0.25,7, 14.1955
100,0.28,2, 13.2379
100,0.28,3, 13.2379
100,0.28,4, 13.2379
100,0.28,5, 13.2379
100,0.28,6, 13.2379
100,0.28,7, 13.1868
100,0.31,2, 13.1868
100,0.31,3, 13.1868
100,0.31,4, 13.1868
100,0.31,5, 13.1868
100,0.31,6, 13.1868
100,0.31,7, 13.1868
150,0.1,2, 13.1868
150,0.1,3, 13.1868
150,0.1,4, 13.1868
150,0.1,5, 13.1868
150,0.1,6, 13.1868
150,0.1,7, 13.1868
150,0.13,2, 13.1868
150,0.13,3, 13.1868
150,0.13,4, 13.1868
150,0.13,5, 13.1868
150,0.13,6, 13.1868
150,0.13,7, 13.1868
150,0.16,2, 13.1868
150,0.16,3, 13.1868
150,0.16,4, 13.1868
150,0.16,5, 13.1868
150,0.16,6, 13.1868
150,0.16,7, 13.1868
150,0.19,2, 13.1868
150,0.19,3, 13.1868
150,0.19,4, 13.1868
150,0.19,5, 13.1868
150,0.19,6, 13.1868
150,0.19,7, 13.1868
150,0.22,2, 13.1868
150,0.22,3, 13.1868
150,0.22,4, 13.1868
150,0.22,5, 13.1868
150,0.22,6, 13.1868
150,0.22,7, 13.1868
150,0.25,2, 13.1868
150,0.25,3, 13.1868
150,0.25,4, 13.1868
150,0.25,5, 13.1868
150,0.25,6, 13.1868
150,0.25,7, 13.1868
150,0.28,2, 13.1868
150,0.28,3, 13.1868
150,0.28,4, 13.1868
150,0.28,5, 13.1868
150,0.28,6, 13.1868
150,0.28,7, 13.1868
150,0.31,2, 13.1868
150,0.31,3, 13.1868
150,0.31,4, 13.1868
150,0.31,5, 13.1868
150,0.31,6, 13.1868
150,0.31,7, 13.1868
200,0.1,2, 13.1868
200,0.1,3, 13.1868
200,0.1,4, 13.1868
200,0.1,5, 13.1868
200,0.1,6, 13.1868
200,0.1,7, 13.1868
200,0.13,2, 13.1868
200,0.13,3, 13.1868
200,0.13,4, 13.1868
200,0.13,5, 13.1868
200,0.13,6, 13.1868
200,0.13,7, 13.1868
200,0.16,2, 13.1868
200,0.16,3, 13.1868
200,0.16,4, 13.1868
200,0.16,5, 13.1868
200,0.16,6, 13.1868
200,0.16,7, 13.1868
200,0.19,2, 13.1868
200,0.19,3, 13.1868
200,0.19,4, 13.1868
200,0.19,5, 13.1868
200,0.19,6, 13.1868
200,0.19,7, 13.1868
200,0.22,2, 13.1868
200,0.22,3, 13.1868
200,0.22,4, 13.1868
200,0.22,5, 13.1868
200,0.22,6, 13.1868
200,0.22,7, 13.1868
200,0.25,2, 13.1868
200,0.25,3, 13.1868
200,0.25,4, 13.1868
200,0.25,5, 13.1868
200,0.25,6, 13.1868
200,0.25,7, 13.1868
200,0.28,2, 13.1868
200,0.28,3, 13.1868
200,0.28,4, 13.1868
200,0.28,5, 13.1868
200,0.28,6, 13.1868
200,0.28,7, 13.1868
200,0.31,2, 13.1868
200,0.31,3, 13.1868
200,0.31,4, 13.1868
200,0.31,5, 13.1868
200,0.31,6, 13.1868
200,0.31,7, 13.1868
250,0.1,2, 11.6114
250,0.1,3, 11.3043
250,0.1,4, 11.3043
250,0.1,5, 11.3043
250,0.1,6, 11.3043
250,0.1,7, 11.3043
250,0.13,2, 11.3043
250,0.13,3, 11.3043
250,0.13,4, 11.3043
250,0.13,5, 11.3043
250,0.13,6, 11.3043
250,0.13,7, 11.3043
250,0.16,2, 11.3043
250,0.16,3, 11.3043
250,0.16,4, 11.3043
250,0.16,5, 11.3043
250,0.16,6, 11.1595
250,0.16,7, 11.1595
250,0.19,2, 11.1595
250,0.19,3, 11.1595
250,0.19,4, 11.1595
250,0.19,5, 11.1595
250,0.19,6, 11.1595
250,0.19,7, 11.1595
250,0.22,2, 7.98358
250,0.22,3, 7.98358
250,0.22,4, 7.98358
250,0.22,5, 7.98358
250,0.22,6, 7.98358
250,0.22,7, 7.98358
250,0.25,2, 7.98358
250,0.25,3, 7.98358
250,0.25,4, 7.98358
250,0.25,5, 7.98358
250,0.25,6, 7.98358
250,0.25,7, 7.98358
250,0.28,2, 7.98358
250,0.28,3, 7.98358
250,0.28,4, 7.98358
250,0.28,5, 7.98358
250,0.28,6, 7.98358
250,0.28,7, 7.98358
250,0.31,2, 7.98358
250,0.31,3, 7.98358
250,0.31,4, 7.98358
250,0.31,5, 7.98358
250,0.31,6, 7.98358
250,0.31,7, 7.98358
300,0.1,2, 7.98358
300,0.1,3, 7.98358
300,0.1,4, 7.98358
300,0.1,5, 7.98358
300,0.1,6, 7.98358
300,0.1,7, 7.98358
300,0.13,2, 7.98358
300,0.13,3, 7.98358
300,0.13,4, 7.98358
300,0.13,5, 7.98358
300,0.13,6, 7.98358
300,0.13,7, 7.98358
300,0.16,2, 7.98358
300,0.16,3, 7.98358
300,0.16,4, 7.98358
300,0.16,5, 7.98358
300,0.16,6, 7.98358
300,0.16,7, 7.98358
300,0.19,2, 7.98358
300,0.19,3, 7.98358
300,0.19,4, 7.98358
300,0.19,5, 7.98358
300,0.19,6, 7.98358
300,0.19,7, 7.98358
300,0.22,2, 7.98358
300,0.22,3, 7.98358
