50,0.1,2, 8.28328
50,0.1,3, 8.28328
50,0.1,4, 8.28328
50,0.1,5, 8.28328
50,0.1,6, 8.28328
50,0.1,7, 8.28328
50,0.13,2, 8.28328
50,0.13,3, 8.28328
50,0.13,4, 8.28328
50,0.13,5, 8.28328
50,0.13,6, 8.28328
50,0.13,7, 8.28328
50,0.16,2, 8.28328
50,0.16,3, 8.28328
50,0.16,4, 8.28328
50,0.16,5, 8.28328
50,0.16,6, 8.28328
50,0.16,7, 8.28328
50,0.19,2, 8.28328
50,0.19,3, 8.28328
50,0.19,4, 8.28328
50,0.19,5, 8.28328
50,0.19,6, 8.28328
50,0.19,7, 8.28328
50,0.22,2, 8.28328
50,0.22,3, 8.28328
50,0.22,4, 8.28328
50,0.22,5, 8.28328
50,0.22,6, 8.28328
50,0.22,7, 8.28328
50,0.25,2, 8.28328
50,0.25,3, 8.28328
50,0.25,4, 8.28328
50,0.25,5, 8.28328
50,0.25,6, 8.28328
50,0.25,7, 8.28328
50,0.28,2, 8.28328
50,0.28,3, 8.28328
50,0.28,4, 8.28328
50,0.28,5, 8.28328
50,0.28,6, 8.28328
50,0.28,7, 8.28328
50,0.31,2, 8.28328
50,0.31,3, 8.28328
50,0.31,4, 8.28328
50,0.31,5, 8.28328
50,0.31,6, 7.6673
50,0.31,7, 7.6673
100,0.1,2, 7.6673
100,0.1,3, 7.6673
100,0.1,4, 7.6673
100,0.1,5, 7.6673
100,0.1,6, 7.6673
100,0.1,7, 7.6673
100,0.13,2, 7.6673
100,0.13,3, 7.6673
100,0.13,4, 7.6673
100,0.13,5, 7.6673
100,0.13,6, 7.6673
100,0.13,7, 7.6673
100,0.16,2, 7.6673
100,0.16,3, 7.6673
100,0.16,4, 7.6673
100,0.16,5, 7.6673
100,0.16,6, 7.6673
100,0.16,7, 7.6673
100,0.19,2, 7.6673
100,0.19,3, 7.6673
100,0.19,4, 7.6673
100,0.19,5, 7.6673
100,0.19,6, 7.6673
100,0.19,7, 7.6673
100,0.22,2, 7.6673
100,0.22,3, 7.6673
100,0.22,4, 7.6673
100,0.22,5, 7.6673
100,0.22,6, 7.6673
100,0.22,7, 7.6673
100,0.25,2, 7.6673
100,0.25,3, 7.6673
100,0.25,4, 7.6673
100,0.25,5, 7.6673
100,0.25,6, 7.6673
100,0.25,7, 7.6673
100,0.28,2, 7.6673
100,0.28,3, 7.6673
100,0.28,4, 7.6673
100,0.28,5, 7.6673
100,0.28,6, 7.6673
100,0.28,7, 7.6673
100,0.31,2, 7.6673
100,0.31,3, 7.6673
100,0.31,4, 7.6673
100,0.31,5, 7.6673
100,0.31,6, 7.6673
100,0.31,7, 7.6673
150,0.1,2, 7.6673
150,0.1,3, 7.6673
150,0.1,4, 7.6673
150,0.1,5, 7.6673
150,0.1,6, 7.6673
150,0.1,7, 7.6673
150,0.13,2, 7.6673
150,0.13,3, 7.6673
150,0.13,4, 7.6673
150,0.13,5, 7.6673
150,0.13,6, 7.6673
150,0.13,7, 7.6673
150,0.16,2, 7.6673
150,0.16,3, 7.2932
150,0.16,4, 7.2932
150,0.16,5, 7.2932
150,0.16,6, 7.2932
150,0.16,7, 7.2932
150,0.19,2, 7.2932
150,0.19,3, 7.2932
150,0.19,4, 7.2932
150,0.19,5, 7.2932
150,0.19,6, 7.2932
150,0.19,7, 7.2932
150,0.22,2, 7.2932
150,0.22,3, 7.2932
150,0.22,4, 7.2932
150,0.22,5, 7.2932
150,0.22,6, 7.2932
150,0.22,7, 7.2932
150,0.25,2, 7.2932
150,0.25,3, 7.2932
150,0.25,4, 7.2932
150,0.25,5, 7.2932
150,0.25,6, 7.2932
150,0.25,7, 7.2932
150,0.28,2, 7.2932
150,0.28,3, 7.2932
150,0.28,4, 7.2932
150,0.28,5, 7.2932
150,0.28,6, 7.2932
150,0.28,7, 7.2932
150,0.31,2, 7.2932
150,0.31,3, 7.2932
150,0.31,4, 7.2932
150,0.31,5, 7.2932
150,0.31,6, 7.2932
150,0.31,7, 7.2932
200,0.1,2, 7.2932
200,0.1,3, 7.2932
