0,21.5079
1,21.4215
2,20.4203
3,21.9202
4,22.7238
5,21.8788
6,22.0363
7,22.0947
8,21.8998
9,22.643
10,20.8232
11,21.219
12,20.2615
13,20.4252
14,20.9858
15,20.4252
16,20.6516
17,21.7592
18,21.462
19,21.3692
20,21.9473
21,21.9473
22,23.029
23,21.9637
24,21.9734
25,23.0254
26,21.9637
27,21.8709
28,22.2257
29,22.2582
30,21.485
31,21.5551
32,21.4607
33,21.7335
34,21.715
35,22.45
36,22.9533
37,23.67
38,23.229
39,23.8007
40,23.0133
41,23.4355
42,22.1366
43,21.5333
44,21.9528
45,22.487
46,21.4535
47,23.9142
48,24.5189
49,24.8924
50,25.1718
51,25.479
52,24.6667
53,24.8699
54,25.3524
55,26.2841
56,26.0616
57,25.3433
58,24.9724
59,23.4194
60,23.7982
61,23.972
62,23.0043
63,22.575
64,22.3493
65,23.0668
66,22.2564
67,22.9531
68,23.4722
69,21.6694
70,21.6807
71,21.6275
72,21.3086
73,20.6309
74,21.0287
75,21.2688
76,20.0141
77,19.6256
78,19.6425
79,19.6694
80,20.201
81,20.7989
82,21.0141
83,22.726
84,20.8299
85,20.9582
86,21.3041
87,20.5316
88,20.8305
89,20.3147
90,19.9954
91,20.6933
92,21.1717
93,21.5568
94,21.9297
95,22.2455
96,20.682
97,20.2007
98,19.9457
99,20.1599
100,19.7858
101,19.7858
102,21.5129
103,21.1419
104,21.004
105,19.7481
106,19.8465
107,19.8481
108,19.6804
109,19.7337
110,19.6686
111,20.5838
112,20.7529
113,20.6803
114,20.174
115,20.1756
116,20.6312
117,20.3113
118,21.2646
119,19.0502
120,20.2701
121,20.7853
122,21.7982
123,21.1498
124,21.0026
125,22.3328
126,21.8483
127,22.2303
128,22.1771
129,22.5638
130,22.6188
131,23.6963
132,23.2511
133,23.4277
134,23.8282
135,23.9133
136,23.7111
137,24.2131
138,23.3673
139,23.1992
140,21.0201
141,20.073
142,20.1222
143,21.6038
144,23.0656
145,21.9445
146,21.0987
147,21.186
148,21.1791
149,21.3302
150,22.754
151,22.7186
152,21.7506
153,20.6629
154,19.4078
155,19.9684
156,20.7396
157,22.2156
158,21.4059
159,21.2568
160,19.8918
161,20.4659
162,21.0658
163,21.165
164,21.9585
165,20.4474
166,20.4018
167,20.4447
168,19.464
169,20.208
170,20.208
171,20.1296
172,20.0099
173,18.6504
174,18.7735
175,20.0639
176,19.3447
177,19.6513
178,19.5893
179,19.7074
180,20.0663
181,21.516
182,21.2733
183,21.3281
184,22.1815
185,23.1879
186,23.1879
187,24.2868
188,22.8398
189,21.877
190,22.7162
191,23.7979
192,24.7701
193,25.4293
194,24.8672
195,24.8879
196,24.1717
197,24.8936
198,24.5371
199,24.9883
200,25.0208
201,25.0208
202,24.7412
203,26.4137
204,26.1015
205,25.2714
206,24.3218
207,24.3218
208,24.4854
209,24.635
210,25.6294
211,24.6299
212,23.9186
213,23.6513
214,24.1865
215,23.3592
216,23.3592
217,23.8862
218,24.5778
219,23.8558
220,23.1926
221,23.0998
222,24.8319
223,24.489
224,23.9522
225,24.3637
226,24.6617
227,25.01
228,25.4501
229,25.5429
230,24.6971
231,25.3041
232,25.3041
233,25.2119
234,26.1437
235,24.4387
236,24.4387
237,24.5941
238,24.9544
239,23.1756
240,22.6923
241,24.4319
242,24.913
243,25.1301
244,25.5364
245,25.1668
246,25.1104
247,23.7636
248,23.3844
249,23.8221
250,23.8221
251,23.6518
252,23.6518
253,23.8574
254,24.5382
255,24.6083
256,23.3704
257,23.4519
258,22.6515
259,21.7828
260,20.9236
261,21.464
262,22.7992
263,22.3936
264,23.2806
265,24.4523
266,23.4659
267,23.972
268,23.2731
269,24.0792
270,23.0161
271,24.0958
272,24.8058
273,23.5751
274,23.0885
275,23.7234
276,23.5743
277,23.6444
278,23.6444
279,23.8569
280,23.8569
281,24.0799
282,22.1594
283,22.262
284,22.7617
285,23.5062
286,23.5062
287,23.505
288,21.8077
289,20.6826
290,22.2492
291,22.6136
292,22.6749
293,22.7795
294,22.1049
295,22.0971
296,21.813
297,21.3305
298,22.3169
299,21.7562
300,22.0985
301,20.8099
302,20.8099
303,21.52
304,20.7478
305,21.0979
306,20.7523
307,20.288
308,19.7818
309,20.1016
310,19.8369
311,20.0157
312,21.2074
313,20.9165
314,20.8615
315,20.1514
316,20.1711
317,18.8467
318,17.8114
319,19.0511
320,20.0184
321,20.6338
322,20.364
