0.001,0,24.9883
0.002,1,21.4318
0.005,2,21.7875
0.01,3,23.5327
0.017,4,21.524
0.026,5,23.3073
0.037,6,23.0537
0.05,7,22.3866
0.065,8,19.0569
0.082,9,17.694
0.101,10,22.3743
0.122,11,22.6684
0.145,12,22.0543
0.17,13,23.1811
0.197,14,22.3821
0.226,15,22.0765
0.257,16,23.8409
0.29,17,23.5407
0.325,18,21.2385
0.362,19,16.9402
0.401,20,19.8793
0.442,21,20.6609
0.485,22,22.4573
0.53,23,20.7067
0.577,24,22.827
0.626,25,19.4974
0.677,26,18.2818
0.73,27,18.5242
0.785,28,18.3811
0.842,29,19.3068
0.901,30,18.257
0.962,31,17.7338
1.025,32,18.4221
1.09,33,16.2396
1.157,34,18.8041
1.226,35,19.8687
1.297,36,18.521
1.37,37,15.7365
1.445,38,19.8947
1.522,39,19.9255
1.601,40,17.4921
1.682,41,17.5477
1.765,42,17.0379
1.85,43,18.5407
1.937,44,19.3997
2.026,45,17.7512
2.117,46,15.3109
2.21,47,14.5682
2.305,48,16.2859
2.402,49,14.1789
2.501,50,13.5099
2.602,51,15.2679
2.705,52,13.8841
2.81,53,15.489
2.917,54,12.3278
3.026,55,14.5267
3.137,56,13.5276
3.25,57,13.7788
3.365,58,13.965
3.482,59,13.4133
3.601,60,12.7614
3.722,61,12.069
3.845,62,13.9905
3.97,63,13.52
4.097,64,12.1077
4.226,65,11.7508
4.357,66,13.6863
4.49,67,13.2836
4.625,68,13.3212
4.762,69,10.376
4.901,70,11.3596
5.042,71,10.9918
5.185,72,12.2136
5.33,73,11.4286
5.477,74,9.64714
5.626,75,10.0876
5.777,76,10.7077
5.93,77,9.42043
6.085,78,9.3818
6.242,79,10.3278
6.401,80,8.81741
6.562,81,9.15197
6.725,82,9.65667
6.89,83,9.69114
7.057,84,9.2138
7.226,85,9.55852
7.397,86,9.64289
7.57,87,9.84165
7.745,88,9.24216
7.922,89,9.301
8.101,90,10.0378
8.282,91,10.3902
8.465,92,10.1754
8.65,93,10.36
8.837,94,10.3531
9.026,95,9.46741
9.217,96,8.98454
9.41,97,9.06033
9.605,98,8.78951
9.802,99,8.73135
10.001,100,8.57996
10.202,101,7.94766
10.405,102,7.6569
10.61,103,7.85156
10.817,104,7.29282
11.026,105,7.14377
11.237,106,7.44123
11.45,107,7.567
11.665,108,7.11384
11.882,109,7.20112
12.101,110,6.9528
12.322,111,7.2498
12.545,112,7.31237
12.77,113,7.48733
12.997,114,7.55377
13.226,115,7.24181
13.457,116,7.30521
13.69,117,7.43147
13.925,118,7.42919
14.162,119,7.4024
14.401,120,7.36036
14.642,121,7.03118
14.885,122,7.41263
15.13,123,7.18721
15.377,124,6.95469
15.626,125,6.91205
15.877,126,7.00013
16.13,127,6.96373
16.385,128,6.56477
16.642,129,6.66694
16.901,130,6.60965
17.162,131,6.51144
17.425,132,6.71573
17.69,133,6.64881
17.957,134,6.65973
18.226,135,6.72577
18.497,136,6.64572
18.77,137,6.47706
19.045,138,6.49688
19.322,139,6.54004
