0,35.3904,45.4887
10,23.0156,27.4223
20,18.1113,21.7079
30,16.2165,18.2243
40,15.3621,16.6359
50,14.4325,15.9437
60,12.2625,15.7503
70,12.2625,13.4747
80,10.7275,12.3631
90,9.63047,12.1687
100,8.17623,10.8926
110,8.17623,9.40896
120,7.99373,9.10712
130,7.99373,9.19285
140,7.98358,8.59804
150,7.98358,9.49755
160,7.98358,9.11503
170,7.98358,9.26052
180,7.98358,9.88288
190,7.98358,9.01694
200,7.98358,9.33165
210,7.98358,9.58605
220,7.98358,9.15973
230,7.98358,9.08243
240,7.98358,8.97413
250,7.98358,8.6802
260,7.98358,8.9155
270,7.98358,8.19364
280,7.98358,8.85675
290,7.98358,8.56407
300,7.98358,9.67333
310,7.98358,9.06788
320,7.98358,8.65733
330,7.98358,9.1007
340,7.98358,8.97774
350,7.98358,9.00838
360,7.98358,8.99868
370,7.98358,9.37992
380,7.98358,9.01918
390,7.98358,9.50723
400,7.98358,9.32588
410,7.98358,8.70869
420,7.98358,9.1374
430,7.98358,9.20239
440,7.98358,9.34909
450,7.98358,9.49206
460,7.98358,8.98602
470,7.98358,9.07511
480,7.98358,8.79974
490,7.98358,9.17029
500,7.98358,8.7361
510,7.98358,8.87217
520,7.98358,8.75256
530,7.98358,9.01392
540,7.98358,9.16944
550,7.98358,8.36561
560,7.98358,8.95813
570,7.98358,8.52715
580,7.98358,8.81136
590,7.98358,8.91587
600,7.98358,8.69926
610,7.98358,9.46153
620,7.98358,9.02798
630,7.98358,9.29249
640,7.98358,8.73493
650,7.98358,9.70126
660,7.98358,9.11179
670,7.98358,9.05047
680,7.98358,8.97244
690,7.98358,8.45457
