700,5.28171,0
1400,5.62554,0.343827
2100,5.72421,0.221678
2800,5.64075,0.177581
3500,5.63622,0.137629
4200,5.63665,0.112374
4900,5.58953,0.106022
5600,5.59332,0.0918965
6300,5.58231,0.0817892
7000,5.60706,0.0772284
7700,5.5533,0.0881486
8400,5.52984,0.0838193
9100,5.52647,0.0771759
9800,5.51154,0.0729958
10500,5.51302,0.0679716
11200,5.49133,0.0671803
11900,5.49084,0.0631068
12600,5.47832,0.060801
13300,5.4829,0.0576945
14000,5.4737,0.0555026
14700,5.48309,0.0536222
15400,5.48503,0.0511638
16100,5.46684,0.0521647
16800,5.46593,0.0499521
17500,5.47736,0.0492576
18200,5.46694,0.0484586
18900,5.47434,0.0472129
19600,5.4879,0.0474735
20300,5.47689,0.0471123
21000,5.47312,0.0456707
21700,5.45197,0.0489745
22400,5.46692,0.0497187
23100,5.45855,0.0489096
23800,5.4541,0.0476577
24500,5.43436,0.0503106
25200,5.43378,0.0488966
25900,5.42774,0.0479383
26600,5.43385,0.047058
27300,5.42743,0.0462831
28000,5.41737,0.0462186
28700,5.41756,0.0450776
29400,5.42688,0.0449682
30100,5.42421,0.0439913
30800,5.42725,0.0430871
31500,5.42816,0.0421287
32200,5.42801,0.041203
32900,5.42861,0.0403212
33600,5.43443,0.0399
34300,5.43461,0.0390776
35000,5.4292,0.0386674
35700,5.42676,0.0379802
36400,5.43378,0.037898
37100,5.43621,0.0372554
37800,5.42735,0.037618
38500,5.4281,0.0369355
39200,5.43287,0.0365819
39900,5.43751,0.0362328
40600,5.44014,0.0356994
41300,5.43188,0.0360475
42000,5.43225,0.0354436
42700,5.4295,0.0349661
43400,5.43011,0.034403
44100,5.43159,0.0338845
44800,5.43264,0.0333675
45500,5.43962,0.033585
46200,5.44034,0.0330799
46900,5.44158,0.0326059
47600,5.43678,0.0324788
48300,5.43931,0.0321042
49000,5.44016,0.0316538
49700,5.43921,0.0312193
50400,5.44195,0.030904
51100,5.44482,0.0306131
51800,5.44942,0.0305437
52500,5.44861,0.0301444
53200,5.45241,0.0299869
53900,5.45272,0.0295965
54600,5.44976,0.0293639
55300,5.45043,0.0289975
56000,5.44131,0.0300514
56700,5.44348,0.0297578
57400,5.44869,0.0298498
58100,5.44901,0.0294898
58800,5.44536,0.0293649
59500,5.4434,0.0290834
60200,5.44513,0.0287954
60900,5.45002,0.0288792
61600,5.44662,0.028751
62300,5.4477,0.028447
63000,5.44429,0.0283354
63700,5.44087,0.0282306
64400,5.43988,0.0279394
65100,5.44484,0.0280783
65800,5.44611,0.0278072
66500,5.44723,0.0275355
67200,5.44986,0.0273739
67900,5.45051,0.0270981
68600,5.4562,0.0274152
69300,5.4601,0.027417
70000,5.45497,0.0276234
